
=========================== Device: cuda:2, NVIDIA GeForce RTX 3090 ===========================

=========================== Random Seed: 777 ===========================

=========================== Training ===========================
[2023/04/04 07:38:28] 	 epoch : 001/300 	 Epoch loss:1615.731894 	 Accuracy: 0.0222
[2023/04/04 21:41:54] 	 epoch : 220/300 	 Epoch loss:846.200026 	 Accuracy: 0.4186
[2023/04/04 21:42:40] 	 ##### Accuracy on validation set: 0.5818 #####
[2023/04/04 21:42:40] 	 ##### Best accuracy so far: 0.5903 #####
[2023/04/04 21:46:28] 	 epoch : 221/300 	 Epoch loss:843.654040 	 Accuracy: 0.4196
[2023/04/04 21:50:16] 	 epoch : 222/300 	 Epoch loss:844.124412 	 Accuracy: 0.4182
[2023/04/04 21:54:03] 	 epoch : 223/300 	 Epoch loss:842.561096 	 Accuracy: 0.4207
[2023/04/04 21:57:50] 	 epoch : 224/300 	 Epoch loss:842.007995 	 Accuracy: 0.4207
[2023/04/04 22:01:37] 	 epoch : 225/300 	 Epoch loss:841.136175 	 Accuracy: 0.4224
[2023/04/04 22:05:25] 	 epoch : 226/300 	 Epoch loss:838.978148 	 Accuracy: 0.4247
[2023/04/04 22:09:12] 	 epoch : 227/300 	 Epoch loss:837.066064 	 Accuracy: 0.4216
[2023/04/04 22:12:59] 	 epoch : 228/300 	 Epoch loss:836.977179 	 Accuracy: 0.4229
[2023/04/04 22:16:46] 	 epoch : 229/300 	 Epoch loss:835.875232 	 Accuracy: 0.4241
[2023/04/04 22:20:23] 	 epoch : 230/300 	 Epoch loss:833.220876 	 Accuracy: 0.4244
[2023/04/04 22:21:09] 	 ##### Accuracy on validation set: 0.5883 #####
[2023/04/04 22:21:09] 	 ##### Best accuracy so far: 0.5903 #####
[2023/04/04 22:24:57] 	 epoch : 231/300 	 Epoch loss:832.903438 	 Accuracy: 0.4266
[2023/04/04 22:28:45] 	 epoch : 232/300 	 Epoch loss:830.787153 	 Accuracy: 0.4278
[2023/04/04 22:32:33] 	 epoch : 233/300 	 Epoch loss:830.907716 	 Accuracy: 0.4271
[2023/04/04 22:36:21] 	 epoch : 234/300 	 Epoch loss:828.785111 	 Accuracy: 0.4283
[2023/04/04 22:40:08] 	 epoch : 235/300 	 Epoch loss:828.076896 	 Accuracy: 0.4265
[2023/04/04 22:43:55] 	 epoch : 236/300 	 Epoch loss:827.066757 	 Accuracy: 0.4288
[2023/04/04 22:47:43] 	 epoch : 237/300 	 Epoch loss:825.952159 	 Accuracy: 0.4284
[2023/04/04 22:51:30] 	 epoch : 238/300 	 Epoch loss:824.210059 	 Accuracy: 0.4323
[2023/04/04 22:55:17] 	 epoch : 239/300 	 Epoch loss:822.688643 	 Accuracy: 0.4320
[2023/04/04 22:58:54] 	 epoch : 240/300 	 Epoch loss:821.526688 	 Accuracy: 0.4330
[2023/04/04 22:59:40] 	 ##### Accuracy on validation set: 0.5865 #####
[2023/04/04 22:59:40] 	 ##### Best accuracy so far: 0.5903 #####
[2023/04/04 23:03:28] 	 epoch : 241/300 	 Epoch loss:820.089254 	 Accuracy: 0.4345
[2023/04/04 23:07:16] 	 epoch : 242/300 	 Epoch loss:819.637457 	 Accuracy: 0.4359
[2023/04/04 23:11:03] 	 epoch : 243/300 	 Epoch loss:818.052270 	 Accuracy: 0.4349
[2023/04/04 23:14:51] 	 epoch : 244/300 	 Epoch loss:817.444297 	 Accuracy: 0.4366
[2023/04/04 23:18:39] 	 epoch : 245/300 	 Epoch loss:815.756377 	 Accuracy: 0.4343
[2023/04/04 23:22:26] 	 epoch : 246/300 	 Epoch loss:813.229621 	 Accuracy: 0.4382
[2023/04/04 23:26:14] 	 epoch : 247/300 	 Epoch loss:814.098760 	 Accuracy: 0.4359
[2023/04/04 23:30:02] 	 epoch : 248/300 	 Epoch loss:811.337951 	 Accuracy: 0.4401
[2023/04/04 23:33:49] 	 epoch : 249/300 	 Epoch loss:810.636272 	 Accuracy: 0.4408
[2023/04/04 23:37:25] 	 epoch : 250/300 	 Epoch loss:809.832328 	 Accuracy: 0.4400
[2023/04/04 23:38:12] 	 ##### Accuracy on validation set: 0.6036 #####
[2023/04/04 23:38:12] 	 ##### Best accuracy so far: 0.5903  =>  saving model... #####
[2023/04/04 23:41:59] 	 epoch : 251/300 	 Epoch loss:807.197538 	 Accuracy: 0.4402
[2023/04/04 23:45:47] 	 epoch : 252/300 	 Epoch loss:807.761930 	 Accuracy: 0.4415
[2023/04/04 23:49:34] 	 epoch : 253/300 	 Epoch loss:805.715155 	 Accuracy: 0.4423
[2023/04/04 23:53:22] 	 epoch : 254/300 	 Epoch loss:804.393230 	 Accuracy: 0.4418
[2023/04/04 23:57:09] 	 epoch : 255/300 	 Epoch loss:802.690310 	 Accuracy: 0.4421
[2023/04/05 00:00:57] 	 epoch : 256/300 	 Epoch loss:803.074593 	 Accuracy: 0.4416
[2023/04/05 00:04:45] 	 epoch : 257/300 	 Epoch loss:801.280116 	 Accuracy: 0.4457
[2023/04/05 00:08:32] 	 epoch : 258/300 	 Epoch loss:799.615853 	 Accuracy: 0.4448
[2023/04/05 00:12:20] 	 epoch : 259/300 	 Epoch loss:799.896654 	 Accuracy: 0.4453
[2023/04/05 00:15:56] 	 epoch : 260/300 	 Epoch loss:798.256489 	 Accuracy: 0.4445
[2023/04/05 00:16:44] 	 ##### Accuracy on validation set: 0.5918 #####
[2023/04/05 00:16:44] 	 ##### Best accuracy so far: 0.6036 #####
[2023/04/05 00:20:31] 	 epoch : 261/300 	 Epoch loss:797.380502 	 Accuracy: 0.4478
[2023/04/05 00:24:19] 	 epoch : 262/300 	 Epoch loss:796.386213 	 Accuracy: 0.4470
[2023/04/05 00:28:06] 	 epoch : 263/300 	 Epoch loss:794.827609 	 Accuracy: 0.4484
[2023/04/05 00:31:53] 	 epoch : 264/300 	 Epoch loss:794.361343 	 Accuracy: 0.4509
[2023/04/05 00:35:40] 	 epoch : 265/300 	 Epoch loss:792.711401 	 Accuracy: 0.4500
[2023/04/05 00:39:28] 	 epoch : 266/300 	 Epoch loss:791.604974 	 Accuracy: 0.4505
[2023/04/05 00:43:15] 	 epoch : 267/300 	 Epoch loss:789.469152 	 Accuracy: 0.4511
[2023/04/05 00:47:03] 	 epoch : 268/300 	 Epoch loss:790.019608 	 Accuracy: 0.4512
[2023/04/05 00:50:51] 	 epoch : 269/300 	 Epoch loss:787.730954 	 Accuracy: 0.4527
[2023/04/05 00:54:26] 	 epoch : 270/300 	 Epoch loss:786.356320 	 Accuracy: 0.4520
[2023/04/05 00:55:14] 	 ##### Accuracy on validation set: 0.6095 #####
[2023/04/05 00:55:14] 	 ##### Best accuracy so far: 0.6036  =>  saving model... #####
[2023/04/05 00:59:02] 	 epoch : 271/300 	 Epoch loss:786.075827 	 Accuracy: 0.4546
[2023/04/05 01:02:49] 	 epoch : 272/300 	 Epoch loss:784.557778 	 Accuracy: 0.4556
[2023/04/05 01:06:36] 	 epoch : 273/300 	 Epoch loss:782.434619 	 Accuracy: 0.4578
[2023/04/05 01:10:23] 	 epoch : 274/300 	 Epoch loss:782.094521 	 Accuracy: 0.4584
[2023/04/05 01:14:10] 	 epoch : 275/300 	 Epoch loss:781.394276 	 Accuracy: 0.4562
[2023/04/05 01:17:58] 	 epoch : 276/300 	 Epoch loss:779.449967 	 Accuracy: 0.4574
[2023/04/05 01:21:46] 	 epoch : 277/300 	 Epoch loss:778.177332 	 Accuracy: 0.4595
[2023/04/05 01:25:33] 	 epoch : 278/300 	 Epoch loss:777.435772 	 Accuracy: 0.4593
[2023/04/05 01:29:21] 	 epoch : 279/300 	 Epoch loss:776.171045 	 Accuracy: 0.4608
[2023/04/05 01:32:56] 	 epoch : 280/300 	 Epoch loss:775.418989 	 Accuracy: 0.4606
[2023/04/05 01:33:44] 	 ##### Accuracy on validation set: 0.6052 #####
[2023/04/05 01:33:44] 	 ##### Best accuracy so far: 0.6095 #####
[2023/04/05 01:37:32] 	 epoch : 281/300 	 Epoch loss:774.660692 	 Accuracy: 0.4606
[2023/04/05 01:41:20] 	 epoch : 282/300 	 Epoch loss:772.434208 	 Accuracy: 0.4619
[2023/04/05 01:45:08] 	 epoch : 283/300 	 Epoch loss:771.687394 	 Accuracy: 0.4636
[2023/04/05 01:48:55] 	 epoch : 284/300 	 Epoch loss:770.253148 	 Accuracy: 0.4655
[2023/04/05 01:52:42] 	 epoch : 285/300 	 Epoch loss:770.482698 	 Accuracy: 0.4617
[2023/04/05 01:56:30] 	 epoch : 286/300 	 Epoch loss:769.957855 	 Accuracy: 0.4654
[2023/04/05 02:00:17] 	 epoch : 287/300 	 Epoch loss:769.725713 	 Accuracy: 0.4639
[2023/04/05 02:04:04] 	 epoch : 288/300 	 Epoch loss:766.947463 	 Accuracy: 0.4659
[2023/04/05 02:07:52] 	 epoch : 289/300 	 Epoch loss:765.440032 	 Accuracy: 0.4681
[2023/04/05 02:11:26] 	 epoch : 290/300 	 Epoch loss:763.709561 	 Accuracy: 0.4673
[2023/04/05 02:12:14] 	 ##### Accuracy on validation set: 0.6072 #####
[2023/04/05 02:12:14] 	 ##### Best accuracy so far: 0.6095 #####
[2023/04/05 02:16:02] 	 epoch : 291/300 	 Epoch loss:762.979062 	 Accuracy: 0.4674
[2023/04/05 02:19:49] 	 epoch : 292/300 	 Epoch loss:762.946368 	 Accuracy: 0.4670
[2023/04/05 02:23:37] 	 epoch : 293/300 	 Epoch loss:760.015693 	 Accuracy: 0.4700
[2023/04/05 02:27:24] 	 epoch : 294/300 	 Epoch loss:758.292781 	 Accuracy: 0.4706
[2023/04/05 02:31:12] 	 epoch : 295/300 	 Epoch loss:757.286721 	 Accuracy: 0.4708
[2023/04/05 02:34:59] 	 epoch : 296/300 	 Epoch loss:757.856307 	 Accuracy: 0.4719
[2023/04/05 02:38:47] 	 epoch : 297/300 	 Epoch loss:758.862531 	 Accuracy: 0.4693
[2023/04/05 02:42:35] 	 epoch : 298/300 	 Epoch loss:755.185410 	 Accuracy: 0.4723
[2023/04/05 02:46:22] 	 epoch : 299/300 	 Epoch loss:754.531916 	 Accuracy: 0.4736
[2023/04/05 02:49:56] 	 epoch : 300/300 	 Epoch loss:754.023046 	 Accuracy: 0.4713
[2023/04/05 02:50:12] 	 ##### Accuracy on validation set: 0.6096 #####
[2023/04/05 02:50:12] 	 ##### Best accuracy so far: 0.6095  =>  saving model... #####

=========================== Finished running ===========================
